positions,overall_rating,value_euro,short_passing,positioning,composure,velocidade,finalizacao,drible,fisico
"LW,CAM,RW",64,550000.0,63,57,62,74.0,57.333333333333336,65.2,67.0
"RW,ST,RM",64,625000.0,56,56,51,90.5,57.5,63.4,66.0
"RM,RW",64,700000.0,55,54,52,83.5,57.166666666666664,68.8,50.5
ST,65,775000.0,56,60,54,83.5,60.333333333333336,67.6,69.0
"ST,RW",65,650000.0,55,66,64,66.5,61.5,59.6,77.5
ST,65,775000.0,51,69,64,77.0,58.666666666666664,62.6,72.0
ST,65,725000.0,64,67,64,60.5,62.0,59.8,71.0
"RM,RW",65,575000.0,58,58,66,78.5,60.0,64.4,79.5
"RM,RW",65,575000.0,62,61,66,80.0,62.0,66.2,66.5
"ST,RM,LM",65,775000.0,62,62,60,67.0,60.833333333333336,66.2,53.5
ST,65,725000.0,64,58,56,65.5,63.5,59.2,63.0
"RB,CDM,RWB",65,675000.0,62,46,53,68.0,41.166666666666664,63.0,63.0
"RM,ST,LM",65,575000.0,60,63,53,86.0,62.0,65.6,70.0
"LB,LWB",65,450000.0,61,52,63,82.0,45.5,71.2,81.5
"LW,RW",65,650000.0,59,62,57,77.0,58.666666666666664,62.6,73.0
"CAM,CM,LW",65,875000.0,70,62,62,70.5,51.333333333333336,71.4,31.5
"LM,ST,CF",65,575000.0,69,68,50,63.5,61.333333333333336,69.0,62.0
"LB,LWB",65,425000.0,59,50,57,85.0,48.0,65.0,70.5
"CF,RM,CAM",65,750000.0,62,61,65,85.0,49.666666666666664,75.8,65.5
"RB,RWB",65,1000000.0,62,51,60,76.0,42.666666666666664,64.6,73.5
"ST,CB",65,675000.0,59,69,59,63.5,60.333333333333336,58.0,71.5
"LW,LM,CAM",65,975000.0,62,58,68,75.0,52.666666666666664,71.8,56.0
"CM,RWB",65,400000.0,64,61,66,69.0,53.666666666666664,71.4,65.0
"ST,LM",65,575000.0,54,63,54,60.5,63.666666666666664,58.0,79.5
ST,65,550000.0,61,65,63,64.5,62.166666666666664,67.6,63.5
ST,65,550000.0,61,64,61,71.5,59.5,64.2,66.0
"LW,ST",65,725000.0,58,58,63,85.5,60.0,61.0,68.0
"RM,ST,LM",65,725000.0,61,68,62,71.5,61.5,66.4,66.0
ST,65,725000.0,45,62,47,74.5,63.0,61.6,71.0
"RM,ST,LM,LW",65,775000.0,67,69,59,68.0,62.166666666666664,64.0,68.5
"ST,RM",65,725000.0,62,71,46,43.0,60.5,57.4,68.0
"LW,RW",65,1200000.0,65,68,59,67.5,49.666666666666664,66.4,52.0
"LW,LM",65,1200000.0,63,59,57,73.0,54.833333333333336,68.4,61.0
ST,65,425000.0,59,63,54,60.5,63.5,64.2,68.0
"ST,RW",65,725000.0,64,68,55,80.5,55.833333333333336,64.0,72.0
"ST,RM",65,575000.0,63,62,48,74.5,59.5,67.6,67.0
"LB,LW",65,800000.0,64,59,65,74.0,49.0,64.6,66.5
"ST,RM,LM,LW",65,550000.0,60,65,62,90.0,62.166666666666664,68.2,61.5
"CM,RWB",65,475000.0,65,63,62,70.0,57.0,68.4,70.5
ST,65,775000.0,56,65,58,80.0,59.333333333333336,64.6,68.0
ST,65,475000.0,53,65,54,42.5,63.833333333333336,55.2,77.5
LW,65,775000.0,60,59,58,79.5,52.5,75.6,59.5
"CM,LW,LM,CAM",65,475000.0,69,61,51,69.0,58.0,67.6,64.5
"LB,LWB",65,600000.0,61,59,58,79.0,40.666666666666664,66.0,65.5
"RM,RW,LM,LW",65,750000.0,62,61,56,80.5,53.166666666666664,67.8,60.0
"RB,LB,RWB",65,425000.0,56,46,53,66.5,40.166666666666664,64.2,71.5
ST,65,1200000.0,59,67,62,68.5,62.5,62.4,58.0
"ST,RM,RW,LW",65,650000.0,59,64,64,65.5,58.833333333333336,65.6,73.5
"ST,RM",65,850000.0,67,69,45,72.0,58.333333333333336,63.2,59.0
"RW,CAM",65,575000.0,69,66,56,74.0,54.333333333333336,71.4,56.5
"RM,RW",65,750000.0,61,64,61,79.5,55.166666666666664,64.2,66.0
ST,65,750000.0,49,68,49,71.0,64.33333333333333,63.2,60.0
"LM,LWB",65,650000.0,56,62,63,85.0,58.833333333333336,67.0,72.0
ST,65,1200000.0,59,67,60,59.0,58.5,59.0,70.5
"RM,CF",65,575000.0,61,55,59,80.5,55.5,64.8,62.5
"ST,CF,RW",65,350000.0,64,70,47,62.0,66.0,67.6,58.0
"LW,LM,RW,RM",65,900000.0,58,58,54,84.5,50.333333333333336,73.6,52.0
"RB,RWB,RM",65,575000.0,65,62,62,79.0,54.333333333333336,66.8,67.0
ST,65,750000.0,60,64,54,79.5,59.0,61.8,78.0
"CB,LM,LB,LWB",65,625000.0,65,59,58,67.0,51.666666666666664,64.4,67.0
"RB,RWB",65,400000.0,60,69,59,79.0,47.666666666666664,62.4,81.5
"ST,LM",65,1200000.0,58,60,59,84.0,59.333333333333336,66.4,79.5
"RB,RWB,CDM",65,,66,38,57,64.5,35.833333333333336,62.2,51.5
"LM,ST",65,875000.0,56,66,55,86.5,58.166666666666664,65.8,64.5
"RM,RWB,LM",65,975000.0,56,63,52,81.5,42.666666666666664,68.4,59.5
"LW,LM",65,1200000.0,61,61,58,74.5,57.333333333333336,68.4,57.5
"ST,RB",65,1200000.0,59,56,51,75.0,60.5,68.4,69.0
"ST,CAM",65,600000.0,63,63,60,73.5,61.166666666666664,66.8,61.0
"RW,ST",65,750000.0,60,61,46,90.5,50.666666666666664,69.6,68.5
ST,65,700000.0,53,65,64,90.0,59.666666666666664,61.8,60.0
"ST,CF",65,700000.0,52,71,64,71.5,61.666666666666664,60.6,62.0
ST,65,550000.0,56,56,57,75.0,64.16666666666667,66.2,72.5
"CM,CF",65,750000.0,64,60,65,73.5,53.833333333333336,72.6,64.5
"CM,CF",65,700000.0,68,66,65,76.5,54.5,67.6,76.0
ST,65,350000.0,49,68,58,55.5,66.83333333333333,52.0,73.0
ST,65,825000.0,48,64,58,76.5,62.5,64.6,80.5
ST,65,280000.0,61,71,59,84.0,62.0,70.8,56.0
"RM,LM,ST,CAM",65,475000.0,65,64,50,70.0,60.333333333333336,65.2,73.0
"RW,ST",65,1100000.0,60,67,62,76.0,62.666666666666664,70.2,63.5
"RM,LW,LM",65,675000.0,65,67,55,61.5,63.666666666666664,65.0,61.0
ST,65,650000.0,60,62,48,62.5,59.666666666666664,55.4,80.0
"ST,LM,LW",65,475000.0,62,64,58,73.0,61.833333333333336,63.2,59.5
ST,65,1100000.0,56,65,65,80.5,55.833333333333336,69.6,58.0
ST,65,550000.0,55,64,64,79.5,61.833333333333336,61.4,81.0
ST,65,800000.0,51,67,50,72.5,62.833333333333336,58.4,64.0
ST,65,650000.0,50,65,51,59.0,65.5,55.2,73.5
"RW,CF",65,750000.0,61,63,64,87.0,61.166666666666664,56.0,74.0
"LW,RW,CAM",65,1100000.0,61,62,64,78.5,57.666666666666664,66.2,52.5
"LB,LWB",65,625000.0,60,44,63,76.0,46.666666666666664,61.2,74.0
"ST,LM",65,550000.0,54,55,49,82.0,63.333333333333336,66.8,71.0
"RW,LW",65,875000.0,55,60,49,81.5,61.333333333333336,72.0,58.5
ST,65,280000.0,54,72,65,64.0,64.0,60.4,61.5
"RW,LW",65,1200000.0,53,64,59,82.0,55.833333333333336,68.6,67.5
ST,65,280000.0,52,71,64,67.5,60.0,64.2,67.0
"CF,CAM,LW",65,1200000.0,60,61,60,76.5,61.666666666666664,65.6,55.5
"ST,CF,CAM",65,525000.0,54,66,66,68.5,63.833333333333336,75.0,68.0
"LM,ST",65,700000.0,64,62,58,80.5,62.166666666666664,63.2,71.5
"ST,RM",65,725000.0,64,71,70,76.5,61.166666666666664,74.4,46.5
"ST,LW",65,525000.0,62,67,60,89.5,56.333333333333336,72.6,68.5
ST,65,700000.0,57,66,47,74.5,59.833333333333336,68.6,61.5
"RW,ST,CAM,RM",65,550000.0,60,73,50,76.0,58.333333333333336,73.2,49.5
"ST,CF,CAM",65,875000.0,56,61,65,82.5,59.5,69.6,67.5
"CAM,LW,RW",65,1000000.0,66,62,58,69.0,55.833333333333336,64.8,62.5
"CAM,ST",65,1100000.0,66,63,62,78.0,53.666666666666664,69.6,52.0
"LM,ST",65,750000.0,63,59,51,74.0,56.333333333333336,69.6,60.5
ST,65,750000.0,62,68,61,31.0,65.33333333333333,51.4,73.0
"CAM,CF",65,750000.0,60,62,52,74.5,54.333333333333336,71.8,58.0
"CAM,LM,LW",65,925000.0,62,62,72,73.0,56.0,67.8,54.0
"CAM,ST",65,725000.0,67,56,50,78.0,51.666666666666664,73.4,57.5
ST,65,550000.0,65,57,54,78.5,59.0,63.2,70.0
"LW,LM,ST,LWB",65,800000.0,61,60,45,74.5,56.333333333333336,66.0,57.5
ST,65,575000.0,46,68,59,52.5,65.16666666666667,60.4,70.5
ST,65,425000.0,52,72,46,53.5,63.833333333333336,56.6,66.5
"CAM,CF,RM",65,625000.0,62,63,75,63.5,58.166666666666664,73.6,46.5
"CAM,RM,ST,LM",65,1100000.0,68,49,60,81.5,53.166666666666664,70.8,55.5
ST,65,875000.0,55,64,57,73.5,64.0,62.0,60.5
ST,65,950000.0,64,70,60,80.0,59.833333333333336,68.6,47.0
"ST,RM,LM",65,950000.0,55,68,61,89.5,55.5,75.4,61.0
"RW,ST",65,1000000.0,57,54,48,88.0,61.333333333333336,69.8,49.5
"RB,RWB,CB",65,350000.0,64,48,60,62.5,48.5,62.6,68.5
ST,65,525000.0,54,68,69,67.5,63.333333333333336,65.0,69.0
"ST,CF",65,525000.0,54,65,60,72.0,60.666666666666664,60.2,72.5
"ST,LM",65,,58,65,60,71.0,61.0,69.2,53.5
LW,65,700000.0,64,64,69,81.0,58.666666666666664,63.6,63.0
ST,65,700000.0,53,65,56,66.0,61.166666666666664,60.2,80.5
"CAM,CM,RM,ST",65,925000.0,62,64,51,73.5,59.666666666666664,58.8,63.5
ST,65,550000.0,63,65,66,73.5,61.166666666666664,70.2,67.5
"RB,RWB",65,625000.0,63,57,60,72.5,36.666666666666664,67.8,67.5
ST,65,775000.0,47,64,55,59.0,62.166666666666664,61.2,69.0
"LWB,LM,LB",65,525000.0,65,60,59,79.0,43.5,70.6,65.5
"CB,RWB",65,220000.0,63,53,63,56.0,48.0,63.8,63.0
"RM,RW",65,725000.0,60,64,52,79.0,56.5,72.4,59.5
"RW,RM,LB,CM",65,425000.0,60,64,50,68.0,65.0,66.0,55.0
"CAM,RM,CM,ST",65,750000.0,63,62,65,75.5,47.666666666666664,73.8,62.0
LW,65,575000.0,65,61,60,73.0,51.166666666666664,66.8,72.5
"LM,ST,LW",65,975000.0,61,58,57,80.5,48.833333333333336,70.4,59.5
ST,65,725000.0,61,59,59,66.5,65.33333333333333,55.8,59.5
"CM,RW,RM",65,750000.0,73,52,60,63.0,52.0,63.2,73.5
"LW,ST",65,650000.0,65,64,59,67.0,60.0,66.0,65.0
"RM,RWB",65,750000.0,62,57,62,78.0,56.333333333333336,59.4,69.0
"RM,RWB",65,575000.0,60,63,63,73.0,52.5,64.0,69.0
"LB,LWB",65,550000.0,31,42,68,69.0,42.666666666666664,66.8,54.5
ST,65,650000.0,57,64,56,63.0,64.16666666666667,47.6,79.0
"CAM,RW,ST",65,850000.0,62,62,57,73.0,57.166666666666664,68.2,60.0
"ST,CB",65,550000.0,58,66,62,61.5,54.833333333333336,60.8,81.5
ST,65,550000.0,58,64,63,77.0,61.0,63.0,74.0
"LM,LW",65,800000.0,60,60,47,87.5,48.5,71.6,58.0
ST,65,675000.0,50,59,63,73.0,61.666666666666664,64.2,67.0
"LM,LW,ST",65,550000.0,65,67,63,71.5,60.333333333333336,58.0,72.5
ST,65,1000000.0,60,63,55,72.5,59.166666666666664,66.6,64.5
"RW,LW,RM",65,575000.0,52,50,66,90.0,50.833333333333336,69.4,73.0
ST,65,950000.0,56,68,52,70.0,56.333333333333336,66.6,74.5
"LM,ST",65,575000.0,61,65,64,73.0,60.0,69.0,68.5
ST,65,775000.0,62,65,67,62.5,63.166666666666664,59.6,64.0
"RB,RW",65,425000.0,62,41,61,83.5,54.166666666666664,66.2,71.5
ST,65,775000.0,55,65,60,77.5,60.0,59.6,62.0
ST,65,725000.0,53,66,59,77.5,60.833333333333336,57.6,63.0
ST,65,550000.0,65,65,62,59.0,62.833333333333336,58.8,74.0
RWB,65,550000.0,61,57,56,84.0,38.0,61.8,69.5
LW,65,1100000.0,67,55,62,66.5,58.166666666666664,69.2,41.0
"LB,LM,LWB",65,400000.0,63,53,57,70.5,51.5,64.4,70.5
"RB,RWB",65,650000.0,61,56,60,70.5,30.0,63.0,68.5
ST,65,1200000.0,49,56,60,62.5,64.66666666666667,62.0,65.0
"ST,LW,RW",65,775000.0,57,61,56,70.0,61.166666666666664,66.2,59.5
"ST,LM",65,850000.0,63,64,68,65.0,66.16666666666667,58.8,62.0
"CM,RW,LM",65,700000.0,70,51,56,78.0,42.5,72.4,65.0
"LM,LB,LW",65,550000.0,62,51,48,82.0,58.0,67.4,70.5
"RW,RM,LM",65,750000.0,63,62,54,81.5,44.5,67.2,62.5
"CM,LWB",65,775000.0,65,62,60,65.5,53.833333333333336,65.6,68.0
ST,65,650000.0,59,64,60,70.0,63.666666666666664,64.8,65.5
"CAM,LM,LW",65,625000.0,65,65,61,68.0,52.0,69.2,56.0
ST,65,525000.0,56,67,45,55.5,66.5,55.6,64.0
ST,65,600000.0,65,72,65,63.5,63.666666666666664,67.2,62.5
"LM,ST,RM",65,1200000.0,56,67,49,71.5,57.833333333333336,66.4,53.0
ST,65,750000.0,67,65,60,69.0,59.0,64.8,73.5
LW,65,850000.0,54,52,48,82.5,56.666666666666664,73.4,62.5
"RW,CAM,ST",65,525000.0,63,66,45,85.0,52.0,65.8,66.0
"RB,RWB",65,675000.0,66,59,59,77.0,38.5,66.2,68.0
ST,65,550000.0,64,63,57,68.5,61.5,62.6,62.0
"RM,LM,RW,CAM",65,725000.0,63,62,59,69.5,62.5,64.2,71.0
ST,65,525000.0,62,70,56,66.0,64.66666666666667,61.8,68.5
"LB,LWB,CB",65,400000.0,58,73,55,69.0,42.5,63.4,74.0
"RB,RWB",65,900000.0,60,57,49,73.5,38.333333333333336,61.2,72.5
"ST,CAM",65,800000.0,66,61,55,67.5,64.66666666666667,66.2,50.0
ST,65,250000.0,55,64,60,64.5,62.5,67.2,61.5
ST,65,650000.0,59,64,58,81.0,60.5,66.4,77.5
"ST,CF",65,975000.0,62,66,65,72.0,60.833333333333336,65.6,56.0
"ST,CAM",65,1100000.0,59,61,49,74.0,63.166666666666664,61.6,57.5
ST,65,675000.0,59,69,66,59.5,62.166666666666664,56.2,67.0
"LW,RW",65,950000.0,66,55,60,74.5,58.0,70.2,67.0
"RWB,RM,LM",65,450000.0,61,58,65,74.0,57.5,71.8,71.0
"RM,RWB",65,625000.0,55,53,61,81.5,51.666666666666664,63.6,60.0
"CAM,LW",65,725000.0,65,61,67,67.0,54.166666666666664,66.6,46.5
ST,65,625000.0,62,65,54,70.5,59.5,65.6,61.0
"LB,LWB,LM",65,425000.0,60,65,58,59.0,39.833333333333336,65.0,53.5
ST,65,625000.0,61,63,55,76.0,61.166666666666664,59.6,71.0
ST,65,700000.0,56,64,55,84.5,57.833333333333336,66.2,71.0
ST,65,575000.0,50,68,58,53.5,64.16666666666667,55.8,72.5
"ST,CF",65,475000.0,61,67,64,60.0,64.5,63.8,72.5
CF,65,575000.0,62,64,68,78.0,58.666666666666664,75.4,50.0
"RB,RWB,LB",65,60000.0,64,33,65,66.5,56.166666666666664,64.4,66.5
"ST,RM",65,575000.0,44,67,63,73.5,62.166666666666664,68.8,71.0
RW,65,950000.0,60,57,62,89.0,52.833333333333336,71.2,60.0
"ST,CF",65,750000.0,58,64,62,64.0,63.333333333333336,62.0,64.0
ST,65,1200000.0,61,61,58,81.5,61.666666666666664,63.8,59.5
ST,65,675000.0,58,65,63,75.5,61.833333333333336,67.6,70.0
ST,65,950000.0,56,65,48,78.5,63.0,63.6,59.5
"ST,RW",65,425000.0,57,72,70,53.5,61.833333333333336,64.8,71.5
"LWB,LB",65,400000.0,60,47,66,66.5,46.666666666666664,65.0,68.0
"LM,LW,RW",65,875000.0,68,57,46,72.5,51.5,66.8,47.0
"RM,ST,LM",65,650000.0,63,63,61,75.5,56.666666666666664,70.8,53.0
ST,65,550000.0,48,66,58,75.5,61.0,59.8,83.5
"RW,RM",66,650000.0,55,53,71,82.5,47.333333333333336,73.0,66.0
"RM,ST",66,825000.0,65,62,49,83.5,55.333333333333336,61.8,66.5
ST,66,,52,65,60,67.0,64.33333333333333,59.4,67.5
ST,66,,57,70,64,72.0,62.5,75.8,56.5
"RM,ST",66,1200000.0,66,61,57,73.5,61.5,62.4,65.0
ST,66,1100000.0,62,73,46,69.5,61.833333333333336,62.6,49.0
ST,66,1100000.0,46,53,55,85.5,62.0,59.6,69.0
"RW,RM",66,775000.0,63,66,61,80.5,55.666666666666664,68.4,58.5
ST,66,975000.0,61,69,65,69.5,61.333333333333336,62.4,67.5
"LW,RW",66,650000.0,66,64,63,77.0,60.833333333333336,69.8,58.5
"RM,LM,ST",66,1400000.0,59,57,52,81.0,54.833333333333336,74.0,58.5
ST,66,400000.0,57,64,66,64.0,64.66666666666667,61.2,60.5
"LM,ST",66,650000.0,62,65,66,71.5,64.66666666666667,68.2,62.5
"RB,RWB,RM",66,800000.0,64,66,64,80.0,48.833333333333336,69.2,73.0
"ST,LW,RW",66,875000.0,62,66,64,78.5,60.833333333333336,70.0,64.0
"RB,RWB",66,350000.0,64,66,67,68.5,58.166666666666664,63.8,69.0
"RW,ST,LW",66,1100000.0,56,61,55,88.5,63.0,70.4,65.0
ST,66,625000.0,64,58,62,71.5,64.16666666666667,55.4,70.0
"ST,LW,CM",66,925000.0,62,70,57,75.5,61.5,69.4,67.5
"CAM,RW",66,950000.0,64,66,63,74.5,55.166666666666664,69.4,52.5
"LB,LWB",66,825000.0,62,62,59,76.5,39.333333333333336,63.4,66.0
"LM,LW",66,500000.0,65,58,70,71.0,62.166666666666664,68.6,68.5
"RM,LM,RW",66,800000.0,63,64,54,77.5,55.666666666666664,71.8,70.5
"RM,RWB",66,625000.0,64,60,59,73.0,51.666666666666664,60.6,77.0
ST,66,925000.0,49,66,49,60.5,62.666666666666664,51.0,74.5
ST,66,625000.0,58,70,59,68.5,61.0,66.0,65.0
ST,66,1100000.0,55,67,62,68.5,63.833333333333336,59.0,69.5
"RM,LW",66,1400000.0,58,58,57,87.5,48.0,75.6,63.5
"ST,CAM,RM",66,950000.0,71,67,63,71.0,60.166666666666664,69.0,63.5
"LW,LM",66,700000.0,58,61,63,77.0,60.333333333333336,69.0,67.5
"CAM,LM,ST",66,1000000.0,65,54,54,76.5,54.833333333333336,72.2,52.5
ST,66,800000.0,55,64,62,72.0,63.0,58.6,81.5
"ST,LW",66,675000.0,63,69,64,73.0,59.0,73.2,68.0
ST,66,875000.0,61,62,53,65.0,62.0,49.8,79.5
"LB,CB,LWB",66,475000.0,63,41,59,67.0,44.5,63.4,69.5
"RW,RM,CM,CAM",66,650000.0,61,64,65,77.0,70.0,71.0,58.5
"LM,RM,ST",66,1000000.0,60,63,59,83.5,56.333333333333336,66.6,60.5
"CAM,RW,RM",66,675000.0,64,52,52,76.0,43.0,68.6,45.5
ST,66,675000.0,53,64,67,71.5,62.666666666666664,61.6,71.0
"ST,RM",66,1000000.0,52,62,67,65.0,67.33333333333333,63.4,75.5
"LB,LWB",66,850000.0,62,56,58,76.5,43.333333333333336,67.6,60.5
"LW,RM",66,850000.0,64,65,62,77.0,58.833333333333336,67.4,69.0
ST,66,1400000.0,49,62,54,76.0,60.5,64.6,65.0
"RM,RWB,RB",66,775000.0,65,52,56,84.5,50.5,68.8,74.5
"LM,RM,RW,CM",66,775000.0,64,65,59,71.0,52.666666666666664,65.2,53.5
"LM,ST",66,800000.0,55,66,64,82.0,60.333333333333336,70.8,70.5
"CAM,ST",66,775000.0,66,65,60,66.5,62.0,62.8,69.0
ST,66,575000.0,67,67,63,71.5,62.166666666666664,63.6,73.0
ST,66,675000.0,58,64,61,66.0,62.833333333333336,59.2,80.0
ST,66,650000.0,59,70,61,57.5,62.666666666666664,55.2,75.0
"LM,RM,LWB,CM",66,775000.0,61,62,60,85.0,52.5,69.0,64.5
"CAM,ST",66,850000.0,64,65,61,72.0,61.5,66.2,65.5
"LW,RW",66,825000.0,60,62,70,80.0,57.166666666666664,68.0,62.0
ST,66,825000.0,54,69,50,61.0,62.0,67.8,74.0
"LM,RM,ST",66,700000.0,55,61,55,90.5,54.5,69.2,57.5
"LW,RW",66,1000000.0,63,62,57,78.5,55.166666666666664,67.4,63.5
"RB,LB,RWB",66,500000.0,60,61,50,74.5,48.333333333333336,63.0,77.5
RW,66,1200000.0,63,53,62,90.5,51.166666666666664,70.2,55.0
"LW,RW,CF",66,575000.0,67,65,65,65.5,62.833333333333336,70.2,62.5
ST,66,825000.0,68,64,66,63.5,65.33333333333333,64.8,65.0
"ST,RW,CF",66,525000.0,53,56,60,70.5,65.66666666666667,63.0,72.5
ST,66,900000.0,59,68,59,69.0,63.666666666666664,58.0,72.0
"CAM,LM,ST",66,850000.0,63,56,65,86.5,55.0,79.2,51.0
"RM,CF",66,575000.0,66,50,72,85.5,56.5,72.8,73.0
ST,66,400000.0,68,67,57,53.5,68.0,60.0,62.0
RW,66,875000.0,65,55,59,85.5,49.833333333333336,72.0,51.0
ST,66,1100000.0,58,64,64,75.5,60.333333333333336,67.4,65.5
"LW,RW",66,625000.0,65,67,63,69.5,64.5,68.2,69.0
"LM,CM,ST",66,625000.0,60,65,62,77.5,58.833333333333336,68.4,63.0
"RM,RWB,RB",66,675000.0,66,62,64,69.0,51.166666666666664,68.8,70.5
"ST,RW",66,1100000.0,57,63,64,81.5,59.833333333333336,67.4,67.5
CF,66,650000.0,65,62,64,77.0,59.833333333333336,73.4,57.0
"RB,RM,RWB",66,350000.0,66,58,66,62.0,51.833333333333336,59.4,73.5
"ST,CF,LW",66,1000000.0,52,58,55,87.5,66.66666666666667,65.0,66.5
"LM,RM,CAM,ST",66,775000.0,61,66,58,73.5,64.83333333333333,67.8,71.5
ST,66,700000.0,62,62,58,81.5,66.33333333333333,63.2,74.0
ST,66,775000.0,61,69,68,73.0,61.666666666666664,63.4,77.0
"LB,LWB",66,675000.0,58,47,59,63.5,44.833333333333336,63.2,71.5
"LM,ST,RM",66,825000.0,58,59,48,79.0,60.333333333333336,71.0,60.5
"ST,LW,RW",66,1000000.0,55,62,55,74.5,59.166666666666664,53.4,81.0
ST,66,975000.0,57,63,65,73.0,62.5,61.8,64.0
ST,66,230000.0,60,70,69,43.5,64.5,57.6,85.0
"ST,RW",66,950000.0,55,66,55,73.5,60.166666666666664,61.8,72.0
"ST,CF,LW",66,650000.0,64,66,61,69.0,64.66666666666667,56.2,62.5
ST,66,1100000.0,58,62,62,83.0,62.166666666666664,70.4,67.5
ST,66,825000.0,55,67,60,77.0,60.5,65.4,79.0
"ST,LM",66,925000.0,63,67,52,70.5,63.333333333333336,68.6,53.5
"RW,RM",66,625000.0,65,65,60,73.5,61.666666666666664,68.6,65.0
"ST,CF",66,300000.0,62,69,70,58.0,64.33333333333333,65.0,79.0
ST,66,825000.0,57,64,49,71.5,63.0,63.6,61.5
"ST,LM",66,1000000.0,65,64,66,81.0,63.0,71.0,65.5
"LB,LWB,LM",66,675000.0,60,41,64,72.5,50.5,59.0,65.0
ST,66,1400000.0,57,63,52,76.0,63.333333333333336,61.8,61.0
ST,66,875000.0,56,65,61,70.5,62.333333333333336,65.6,74.0
"LM,ST",66,875000.0,54,66,55,81.5,60.833333333333336,71.0,75.5
"RW,LW",66,800000.0,59,72,51,79.5,57.333333333333336,66.2,61.5
"LM,LB,LWB",66,850000.0,67,62,58,75.5,47.5,69.4,64.5
"ST,RM",66,900000.0,57,62,48,85.0,60.5,70.4,59.0
ST,66,825000.0,65,70,81,39.0,62.166666666666664,50.8,78.0
"CAM,RW",66,700000.0,71,58,52,70.0,58.333333333333336,60.2,61.0
ST,66,875000.0,57,65,63,81.5,65.5,75.4,47.0
ST,66,875000.0,58,65,60,66.5,63.0,61.6,75.5
ST,66,675000.0,49,70,58,64.0,63.5,62.0,68.0
ST,66,675000.0,59,65,66,44.0,68.5,59.0,76.5
"ST,CF",66,925000.0,63,62,62,70.5,63.166666666666664,69.4,67.0
"ST,LM",66,1300000.0,52,65,58,87.0,59.0,64.8,65.0
"CF,ST,RW,CAM",66,1300000.0,62,66,65,77.0,63.0,66.2,65.5
"LM,ST",66,825000.0,57,68,65,87.5,60.0,70.2,76.0
"RW,ST",66,950000.0,63,60,55,82.5,58.166666666666664,72.6,65.5
"LM,RM,ST,CF",66,675000.0,64,59,69,85.0,62.166666666666664,65.2,72.5
"RM,ST,RW",66,500000.0,62,62,63,79.0,63.833333333333336,70.0,63.0
"ST,LM",66,775000.0,51,64,51,77.0,62.0,64.2,70.5
"LW,RW,CAM,ST",66,1100000.0,64,60,58,75.5,62.166666666666664,68.2,55.0
ST,66,925000.0,59,63,59,67.0,65.83333333333333,53.6,76.5
ST,66,300000.0,63,70,68,53.5,64.66666666666667,68.0,64.5
ST,66,675000.0,59,65,58,63.0,63.833333333333336,66.0,61.5
"RW,CF,LW",66,775000.0,63,59,66,78.0,61.666666666666664,70.6,64.0
"ST,CF",66,875000.0,63,67,61,75.5,61.833333333333336,65.0,67.0
"ST,LM,RM",66,1100000.0,63,56,52,75.5,63.5,66.4,61.0
ST,66,625000.0,64,68,63,54.5,64.83333333333333,60.8,58.0
"LB,LWB",66,950000.0,62,43,55,71.5,39.5,57.2,61.5
"LM,LWB",66,700000.0,63,57,61,84.5,51.666666666666664,66.2,67.0
"RM,ST",66,1200000.0,62,67,64,75.5,61.166666666666664,75.0,61.5
"CF,RW",66,875000.0,62,63,50,66.0,58.666666666666664,68.4,71.0
ST,66,650000.0,55,68,65,58.5,64.66666666666667,60.4,75.5
"CF,CM",66,1400000.0,68,59,48,74.0,51.333333333333336,69.2,63.0
ST,66,300000.0,64,68,60,53.5,62.0,62.6,71.0
ST,66,575000.0,62,63,60,78.5,64.0,65.8,70.5
"RM,RW",66,825000.0,67,67,54,77.5,51.666666666666664,68.4,73.5
"CAM,RW",66,1400000.0,67,57,57,82.5,54.5,73.2,61.5
"CM,RW,LW",66,1000000.0,68,57,57,67.5,53.0,64.2,59.5
ST,66,350000.0,44,72,53,77.5,60.666666666666664,75.2,54.5
"LM,ST,LW",66,850000.0,63,62,59,77.5,62.5,74.2,66.0
"RB,RWB",66,625000.0,64,54,63,83.0,48.166666666666664,66.8,73.0
"LB,LWB",66,850000.0,55,59,52,79.0,39.333333333333336,65.6,60.5
"ST,CF",66,675000.0,64,68,55,76.5,60.5,68.6,68.0
ST,66,350000.0,64,67,54,71.5,67.16666666666667,66.6,59.0
ST,66,850000.0,66,65,59,73.0,63.333333333333336,66.0,73.5
"RM,CM,RB,RWB",66,625000.0,58,58,52,88.0,53.833333333333336,63.4,74.0
"CF,CM,LW",66,1300000.0,67,67,64,80.0,50.833333333333336,70.2,63.5
"ST,CF",66,825000.0,55,67,50,76.5,60.166666666666664,69.0,64.0
ST,66,1300000.0,56,61,69,71.5,61.333333333333336,67.0,69.0
"LM,ST",66,625000.0,64,65,63,78.5,59.0,66.6,76.0
ST,66,350000.0,49,68,70,61.5,62.0,61.2,77.0
"LB,LWB",66,850000.0,58,54,60,88.0,49.666666666666664,62.8,73.5
"LB,LWB,LM",66,725000.0,57,45,50,78.5,38.0,60.6,74.5
ST,66,800000.0,46,68,64,83.5,57.5,65.8,73.0
LW,66,1400000.0,63,58,62,69.5,54.166666666666664,70.2,62.0
LW,66,1400000.0,58,59,58,77.5,54.666666666666664,68.4,64.0
